filename,title,youtube_id,category,confidence_basis,reason,cospeakers,topics,char_count,word_count
Dr. Joel Wallach - The Brain and Demyelination disease - Daily with Doc 3⧸13⧸2023-RXbJrGefcjw.en.vtt,Dr. Joel Wallach - The Brain and Demyelination disease - Daily with Doc 3⧸13⧸2023,RXbJrGefcjw,High,filename,Wallach named in title,,diet/nutrition; brain/cognitive,50103,9514
Dr. Joel Wallach - The Doc Wallach Story - Ask Doc Live 9⧸30⧸2022-CChveHyeav8.en.vtt,Dr. Joel Wallach - The Doc Wallach Story - Ask Doc Live 9⧸30⧸2022,CChveHyeav8,High,filename,Wallach named in title,,pregnancy/birth,94971,18149
Dr. Joel Wallach - The Heart and It’s 24⧸7 role in Life - Daily with Doc and Becca 8⧸3⧸23-Xl3q0DrMkpA.en.vtt,Dr. Joel Wallach - The Heart and It’s 24⧸7 role in Life - Daily with Doc and Becca 8⧸3⧸23,Xl3q0DrMkpA,High,filename,Wallach named in title,,cardiovascular; diet/nutrition,47988,9215
Dr. Joel Wallach - The Importance Of Salt - Ask Doc Live 12⧸02⧸2022-DlttErseHOk.en.vtt,Dr. Joel Wallach - The Importance Of Salt - Ask Doc Live 12⧸02⧸2022,DlttErseHOk,High,filename,Wallach named in title,,minerals; diet/nutrition; salt,93290,17939
"Dr. Joel Wallach - The KEY to Longevity, Then and Now - Daily with Doc 4⧸17⧸2023-abfI2KApA0c.en.vtt","Dr. Joel Wallach - The KEY to Longevity, Then and Now - Daily with Doc 4⧸17⧸2023",abfI2KApA0c,High,filename,Wallach named in title,,minerals; diet/nutrition; longevity,48241,9380
Dr. Joel Wallach - The Link between Primates and Humans - Daily with Doc 4⧸03⧸2023-oyROYkZ_wZ4.en.vtt,Dr. Joel Wallach - The Link between Primates and Humans - Daily with Doc 4⧸03⧸2023,oyROYkZ_wZ4,High,filename,Wallach named in title,,diet/nutrition,46960,9035
Dr. Joel Wallach - The Muscular Dystrophy Story with Marvin Ropp - Daily with Doc 3⧸15⧸2023-D0ySDkvvqXM.en.vtt,Dr. Joel Wallach - The Muscular Dystrophy Story with Marvin Ropp - Daily with Doc 3⧸15⧸2023,D0ySDkvvqXM,High,filename,Wallach named in title,,minerals; diet/nutrition; muscles,50167,9701
Dr. Joel Wallach - The SKIN and the depth of supporting it from the inside  - Daily with Doc 9⧸27⧸23-3XwrGxxDhdk.en.vtt,Dr. Joel Wallach - The SKIN and the depth of supporting it from the inside  - Daily with Doc 9⧸27⧸23,3XwrGxxDhdk,High,filename,Wallach named in title,,obesity; diet/nutrition; skin/hair; hormones/reproductive,43784,8380
Dr. Joel Wallach - The Spinal Cord impinged  - Daily with Doc and Becca 9⧸28⧸23-09CeeTV9jn0.en.vtt,Dr. Joel Wallach - The Spinal Cord impinged  - Daily with Doc and Becca 9⧸28⧸23,09CeeTV9jn0,High,filename,Wallach named in title,,minerals; diet/nutrition; brain/cognitive,47253,9210
"Dr. Joel Wallach - The Theo Ratliff Story, Then and Now - Daily with Doc 4⧸11⧸2023-va6NnF98ueU.en.vtt","Dr. Joel Wallach - The Theo Ratliff Story, Then and Now - Daily with Doc 4⧸11⧸2023",va6NnF98ueU,High,filename,Wallach named in title,,minerals; arthritis; diet/nutrition; bones/joints,43842,8578
Dr. Joel Wallach - The Trilogy of Overpriced Sick Management - Daily with Doc and Becca 8⧸9⧸23-2p6vdfsgRd0.en.vtt,Dr. Joel Wallach - The Trilogy of Overpriced Sick Management - Daily with Doc and Becca 8⧸9⧸23,2p6vdfsgRd0,High,filename,Wallach named in title,,diet/nutrition,50019,9625
Dr. Joel Wallach - Touching Lives of the Famous - Daily with Doc 4⧸28⧸2023-NOvns1MF0bA.en.vtt,Dr. Joel Wallach - Touching Lives of the Famous - Daily with Doc 4⧸28⧸2023,NOvns1MF0bA,High,filename,Wallach named in title,,minerals; diet/nutrition,47747,9318
Dr. Joel Wallach - What Kills Billionaires？ - Ask Doc Live 1⧸13⧸2023-RwjcGWm2trk.en.vtt,Dr. Joel Wallach - What Kills Billionaires？ - Ask Doc Live 1⧸13⧸2023,RwjcGWm2trk,High,filename,Wallach named in title,,brain/cognitive,101948,19671
Dr. Joel Wallach - Why Animal Studies Play A Part In The Human World - Daily With Doc 02-27-2023-uZQh9PuA-4g.en.vtt,Dr. Joel Wallach - Why Animal Studies Play A Part In The Human World - Daily With Doc 02-27-2023,uZQh9PuA-4g,High,filename,Wallach named in title,,diet/nutrition,46162,8919
Dr. Joel Wallach - Your Kidneys give you Clues. Daily with Doc and Becca 5⧸09⧸2023-tN3OXNZvboE.en.vtt,Dr. Joel Wallach - Your Kidneys give you Clues. Daily with Doc and Becca 5⧸09⧸2023,tN3OXNZvboE,High,filename,Wallach named in title,,cardiovascular; kidney; liver; diet/nutrition; lung/respiratory; muscles; brain/cognitive,48756,9448
Dr. Joel Wallach - Your Kidneys. Daily with Doc and Becca 5⧸08⧸2023-eG6c5tBF_gA.en.vtt,Dr. Joel Wallach - Your Kidneys. Daily with Doc and Becca 5⧸08⧸2023,eG6c5tBF_gA,High,filename,Wallach named in title,,cardiovascular; kidney,50512,9773
Dr. Joel Wallach - ‘Treating’ Arthritis wasting Trillions - Daily with Doc and Becca 8⧸2⧸23-lkciwpcfdZ4.en.vtt,Dr. Joel Wallach - ‘Treating’ Arthritis wasting Trillions - Daily with Doc and Becca 8⧸2⧸23,lkciwpcfdZ4,High,filename,Wallach named in title,,arthritis; diet/nutrition; bones/joints,50556,9711
"Dr. Joel Wallach - ’Healthy’ Yesterday, Dead Today - Daily with Doc and Becca 6⧸23⧸23-eAb1tOJwMm4.en.vtt","Dr. Joel Wallach - ’Healthy’ Yesterday, Dead Today - Daily with Doc and Becca 6⧸23⧸23",eAb1tOJwMm4,High,filename,Wallach named in title,,youngevity-product,46303,8916
Dr. Joel Wallach - ☠️Statine☠️ colesterolo alzheimer - 31 Maggio 2018-TpQb83_TA18.en.vtt,Dr. Joel Wallach - ☠️Statine☠️ colesterolo alzheimer - 31 Maggio 2018,TpQb83_TA18,High,filename,Wallach named in title,,diabetes; obesity; alzheimers; cancer; cardiovascular; cholesterol; skin/hair; brain/cognitive; longevity,5107,906
Dr. Joel Wallach -The Gall to remove： the important gallbladder - Daily with Doc and Becca 7⧸18⧸23-a-mDsJKoXKw.en.vtt,Dr. Joel Wallach -The Gall to remove： the important gallbladder - Daily with Doc and Becca 7⧸18⧸23,a-mDsJKoXKw,High,filename,Wallach named in title,,gallbladder; diet/nutrition,41539,7884
Dr. Joel Wallach Dead Doctors Don't Lie Audiobook #Youngevity #deaddoctorsdontlie #mighty90-R5toy2Abl9M.en.vtt,Dr. Joel Wallach Dead Doctors Don't Lie Audiobook #Youngevity #deaddoctorsdontlie #mighty90,R5toy2Abl9M,High,filename,Wallach named in title,,minerals; diet/nutrition; youngevity-product; lecture-flagship,110638,20968
"Dr. Joel Wallach on Diabetes, Cancer, Arthritis, Obesity, Alzheimer, & more! - Youngevity-8U8gMUdfs3w.en.vtt","Dr. Joel Wallach on Diabetes, Cancer, Arthritis, Obesity, Alzheimer, & more! - Youngevity",8U8gMUdfs3w,High,filename,Wallach named in title,,minerals; diabetes; obesity; arthritis; alzheimers; cancer; cardiovascular; kidney; diet/nutrition; gluten; bones/joints; hormones/reproductive; youngevity-product,19349,3439
Dr. Joel Wallach talks about Arthritis & Osteoporosis-tiYpoZ7vdfQ.en.vtt,Dr. Joel Wallach talks about Arthritis & Osteoporosis,tiYpoZ7vdfQ,High,filename,Wallach named in title,,minerals; arthritis; osteoporosis; kidney; liver; diet/nutrition; bones/joints,5537,1000
Dr. Joel Wallach's- Full Length Lecture- Dead Doctors Don't Lie-4xOtrH3HfoA.en.vtt,Dr. Joel Wallach's- Full Length Lecture- Dead Doctors Don't Lie,4xOtrH3HfoA,High,filename,Wallach named in title,,diabetes; arthritis; youngevity-product; lecture-flagship,143242,26764
"Dr. Joel Wallach, Dead Doctors Don't Lie (Best Quality)-ZRGxKxialRM.en.vtt","Dr. Joel Wallach, Dead Doctors Don't Lie (Best Quality)",ZRGxKxialRM,High,filename,Wallach named in title,,minerals; diet/nutrition; skin/hair; bones/joints; lecture-flagship,83097,15232
Dr. Joel Wallach’s Dead Doctors Don’t Lie-wEEO-0Fyxwc.en.vtt,Dr. Joel Wallach’s Dead Doctors Don’t Lie,wEEO-0Fyxwc,High,filename,Wallach named in title,,minerals; obesity; diet/nutrition; lecture-flagship,12677,2361
Dr. Joel Wallach’s Four Health Categories-kJItn7SunGA.en.vtt,Dr. Joel Wallach’s Four Health Categories,kJItn7SunGA,High,filename,Wallach named in title,,minerals; calcium; magnesium; obesity; arthritis; diet/nutrition; skin/hair; bones/joints; lecture-flagship,13852,2507
Dr. Joel Wallach’s Good Food Bad Food List-Yevrl1M0Cw4.en.vtt,Dr. Joel Wallach’s Good Food Bad Food List,Yevrl1M0Cw4,High,filename,Wallach named in title,,minerals; selenium; calcium; chromium; obesity; cardiovascular; diet/nutrition; lung/respiratory; skin/hair; bones/joints; brain/cognitive; lecture-flagship,16307,3113
Dr. Joel Wallach’s Plant-Derived Minerals-Sdejun0KRK0.en.vtt,Dr. Joel Wallach’s Plant-Derived Minerals,Sdejun0KRK0,High,filename,Wallach named in title,,minerals; obesity; diet/nutrition; lecture-flagship,11062,2043
Dr. Joel Wallach’s Three Steps To Better Health-QZgnLMYWVis.en.vtt,Dr. Joel Wallach’s Three Steps To Better Health,QZgnLMYWVis,High,filename,Wallach named in title,,minerals; obesity; cardiovascular; kidney; diet/nutrition; lung/respiratory; skin/hair; bones/joints; lecture-flagship,10471,1936
Dr. Judy Reynolds PhD： 'Niacin - What's In A Name？' DWD 6⧸4⧸26-ngW9HaYS3MQ.en.vtt,Dr. Judy Reynolds PhD： 'Niacin - What's In A Name？' DWD 6⧸4⧸26,ngW9HaYS3MQ,Exclude,filename,Primary speaker: Dr. Judy Reynolds,Dr. Judy Reynolds,diet/nutrition,52396,9551
Dr. Judy Reynolds PhD： What Is Epigenetics？ DWD 4⧸30⧸26-x-12nWdFmuo.en.vtt,Dr. Judy Reynolds PhD： What Is Epigenetics？ DWD 4⧸30⧸26,x-12nWdFmuo,Exclude,filename,Primary speaker: Dr. Judy Reynolds,Dr. Judy Reynolds,cardiovascular; diet/nutrition,74216,13790
"Dr. Lisa Singletary Fat Sabotage： How, What & Where？ DWD 5⧸7⧸26-MFtWNsq8Z78.en.vtt","Dr. Lisa Singletary Fat Sabotage： How, What & Where？ DWD 5⧸7⧸26",MFtWNsq8Z78,Exclude,filename,Primary speaker: Dr. Lisa Singletary,Dr. Lisa Singletary,,61211,11634
"Dr. Lisa Singletary MD, MPH, CWHC： What Color Is Your Urine？ 5⧸21⧸26-eglgLOHGtAU.en.vtt","Dr. Lisa Singletary MD, MPH, CWHC： What Color Is Your Urine？ 5⧸21⧸26",eglgLOHGtAU,Exclude,filename,Primary speaker: Dr. Lisa Singletary,Dr. Lisa Singletary,kidney,49440,9312
Dr. Wallach & Dr. Peter Glidden interview (Dead Doctors Don't Lie )-2ypQNSjLu3Q.en.vtt,Dr. Wallach & Dr. Peter Glidden interview (Dead Doctors Don't Lie ),2ypQNSjLu3Q,Moderate,filename,Wallach with co-speaker,Dr. Peter Glidden,diabetes; arthritis; alzheimers; cardiovascular; diet/nutrition; muscles; pregnancy/birth; lecture-flagship,19492,3586
Dr. Wallach high blood-SP7oYm0YUys.en.vtt,Dr. Wallach high blood,SP7oYm0YUys,High,filename,Wallach named in title,,minerals; obesity; cardiovascular; cholesterol; diet/nutrition; energy/fatigue; youngevity-product,3427,645
Dr. Wallach speaks on Aneurysms & The Hidden cause-l8wtI3-aLFg.en.vtt,Dr. Wallach speaks on Aneurysms & The Hidden cause,l8wtI3-aLFg,High,filename,Wallach named in title,,copper; obesity; skin/hair; brain/cognitive,5051,950
Dr. Wallach speaks on Lyme Disease-2TaMWxyOEMg.en.vtt,Dr. Wallach speaks on Lyme Disease,2TaMWxyOEMg,High,filename,Wallach named in title,,minerals; obesity; cardiovascular; diet/nutrition; gluten; skin/hair; energy/fatigue; brain/cognitive; longevity,3945,745
Dr. Wallach speaks on Salt!-jDquT0NqdO4.en.vtt,Dr. Wallach speaks on Salt!,jDquT0NqdO4,High,filename,Wallach named in title,,minerals; iron; cardiovascular; stroke; diet/nutrition; gluten; salt; anti-mainstream,5286,945
Dr. Wallach speaks on Toenail Fungus!-cUVzCbr8tmc.en.vtt,Dr. Wallach speaks on Toenail Fungus!,cUVzCbr8tmc,High,filename,Wallach named in title,,diabetes; arthritis; skin/hair,2346,453
"Dr. Wallach with Dr. Ben Fuchs-Cholesterol, Statins, Alzhiemers!-0wqgwyR5UW8.en.vtt","Dr. Wallach with Dr. Ben Fuchs-Cholesterol, Statins, Alzhiemers!",0wqgwyR5UW8,Moderate,filename,Wallach with co-speaker,Dr. Ben Fuchs,obesity; alzheimers; cardiovascular; cholesterol; diet/nutrition; muscles; brain/cognitive; hormones/reproductive,4460,772
Dr. Wallach(May 2015 lecture) Youngevity-JaEDrPckhZs.en.vtt,Dr. Wallach(May 2015 lecture) Youngevity,JaEDrPckhZs,High,filename,Wallach named in title,,diabetes; obesity; kidney; brain/cognitive; longevity; youngevity-product,81482,15387
Dr. Wallach- Lecture ＂Dead Doctors Don't Lie＂-UdPxwdoozKU.en.vtt,Dr. Wallach- Lecture ＂Dead Doctors Don't Lie＂,UdPxwdoozKU,High,filename,Wallach named in title,,obesity; energy/fatigue; lecture-flagship,132052,24336
Dr. Wallach- ＂Somebody Needs To Go To Jail＂(Part 1)-leEoD7aYWCM.en.vtt,Dr. Wallach- ＂Somebody Needs To Go To Jail＂(Part 1),leEoD7aYWCM,High,filename,Wallach named in title,,minerals; longevity; pregnancy/birth; youngevity-product; lecture-flagship; anti-mainstream,64695,11422
Dr. Wallach- ＂Somebody needs To Go To Jail＂(Part 2)-q3O-u5Fy5y4.en.vtt,Dr. Wallach- ＂Somebody needs To Go To Jail＂(Part 2),q3O-u5Fy5y4,High,filename,Wallach named in title,,minerals; selenium; obesity; cardiovascular; bones/joints; muscles; lecture-flagship; anti-mainstream,64654,11846
Dr. Wallach’s Dead Doctors Don’t Lie-nU8KUdepox8.en.vtt,Dr. Wallach’s Dead Doctors Don’t Lie,nU8KUdepox8,High,filename,Wallach named in title,,minerals; longevity; lecture-flagship,982,174
ELEVATED CREATININE LEVELS - DR. JOEL WALLACH-ZSB5yrptGAM.en.vtt,ELEVATED CREATININE LEVELS - DR. JOEL WALLACH,ZSB5yrptGAM,High,filename,Wallach named in title,,minerals; calcium; diabetes; obesity; arthritis; cardiovascular; kidney; diet/nutrition; gluten; skin/hair; bones/joints; brain/cognitive,3449,648
EXCESSIVE MUCUS - DR. JOEL WALLACH-Tr4UxjNtVkw.en.vtt,EXCESSIVE MUCUS - DR. JOEL WALLACH,Tr4UxjNtVkw,High,filename,Wallach named in title,,diabetes; obesity; arthritis; osteoporosis; cardiovascular; gluten; lung/respiratory; skin/hair; bones/joints; longevity,4722,924
Energy Crisis - Dr. Joel Wallach DVM ND-Iu2xNaVpB8g.en.vtt,Energy Crisis - Dr. Joel Wallach DVM ND,Iu2xNaVpB8g,High,filename,Wallach named in title,,diabetes; lung/respiratory; sleep; energy/fatigue,44351,8327
Everything Matters ｜  Selenium-M-3K9QGZ90k.en.vtt,Everything Matters ｜  Selenium,M-3K9QGZ90k,Low,filename,No speaker cue in title,,minerals; selenium; copper; calcium; iron,28257,5332
Examining 'Dead Doctors Don't Lie'： A Critical Look at Essential Mineral Depletion and Longevity-m_BlrY3W7Vo.en.vtt,Examining 'Dead Doctors Don't Lie'： A Critical Look at Essential Mineral Depletion and Longevity,m_BlrY3W7Vo,High,filename,Known Wallach show/lecture,,minerals; diet/nutrition; longevity; lecture-flagship,8262,1453
FACIAL MUSCLE SPAM - DR. JOEL WALLACH-lLNLyuVaAx0.en.vtt,FACIAL MUSCLE SPAM - DR. JOEL WALLACH,lLNLyuVaAx0,High,filename,Wallach named in title,,diabetes; arthritis; osteoporosis; cardiovascular; diet/nutrition; gluten; bones/joints; muscles; energy/fatigue,3096,611
FEMALE FACIAL HAIR - DR. JOEL WALLACH-yoV2tos_uEw.en.vtt,FEMALE FACIAL HAIR - DR. JOEL WALLACH,yoV2tos_uEw,High,filename,Wallach named in title,,diabetes; obesity; arthritis; cardiovascular; diet/nutrition; skin/hair; bones/joints; brain/cognitive; hormones/reproductive,2857,542
FREQUENT  STROKES - DR. JOEL WALLACH-gozHAvL7ACk.en.vtt,FREQUENT  STROKES - DR. JOEL WALLACH,gozHAvL7ACk,High,filename,Wallach named in title,,obesity; arthritis; cardiovascular; stroke; skin/hair; bones/joints; brain/cognitive,2777,538
Flu Vaccines and Fad Diets  with Dr. Joel Wallach-wKIPc_nr1o8.en.vtt,Flu Vaccines and Fad Diets  with Dr. Joel Wallach,wKIPc_nr1o8,High,filename,Wallach named in title,,diet/nutrition; lecture-flagship,54096,9835
GALLBLADDER STONES - DR. JOEL WALLACH-zcdDwbq09Sc.en.vtt,GALLBLADDER STONES - DR. JOEL WALLACH,zcdDwbq09Sc,High,filename,Wallach named in title,,minerals; cardiovascular; bladder; gallbladder; liver; diet/nutrition; gluten; skin/hair; bones/joints; brain/cognitive,4447,867
GET A HAIR ANALYSIS DR JOEL WALLACH RADIO SHOW 06⧸14⧸23-Cms-hLpOkLw.en.vtt,GET A HAIR ANALYSIS DR JOEL WALLACH RADIO SHOW 06⧸14⧸23,Cms-hLpOkLw,High,filename,Wallach named in title,,minerals; selenium; cardiovascular; autism/adhd; diet/nutrition; skin/hair; lecture-flagship,45568,8393
GLP-1 30-System vs. GLP-1 Drugs： Natural Weight Management Contrast-eVNo05uNyJ4.en.vtt,GLP-1 30-System vs. GLP-1 Drugs： Natural Weight Management Contrast,eVNo05uNyJ4,Exclude,filename,Primary speaker: GLP-1 30-System product video,GLP-1 30-System product video,obesity; diet/nutrition; muscles; brain/cognitive; hormones/reproductive,7448,1338
Gene Editing Inside the Body Using CRISPR-EPTeaXMVcyY.en.vtt,Gene Editing Inside the Body Using CRISPR,EPTeaXMVcyY,Low,filename,No speaker cue in title,,kidney; bones/joints; muscles; brain/cognitive,4530,792
Gluco-Gel vs. Collagen： Which Joint Supplement is Best for You？ ｜ Rootnotfruit.com-L_7udrolaeg.en.vtt,Gluco-Gel vs. Collagen： Which Joint Supplement is Best for You？ ｜ Rootnotfruit.com,L_7udrolaeg,Exclude,filename,Primary speaker: Gluco-Gel product comparison,Gluco-Gel product comparison,obesity; bones/joints,1867,362
Gut Toxins & Brain Fog： The Intestinal Intruder #shorts-iRPgnSZfFZw.en.vtt,Gut Toxins & Brain Fog： The Intestinal Intruder #shorts,iRPgnSZfFZw,Low,filename,No speaker cue in title,,brain/cognitive,1033,178
HAND AND FEET NEUROPATHY - DR. JOEL WALLACH-yL8yTO8pKTg.en.vtt,HAND AND FEET NEUROPATHY - DR. JOEL WALLACH,yL8yTO8pKTg,High,filename,Wallach named in title,,obesity; cardiovascular; bones/joints; sleep; brain/cognitive,4009,792
HASHIMOTOS THYROIDITIS - DR. JOEL WALLACH-SBoiYYztves.en.vtt,HASHIMOTOS THYROIDITIS - DR. JOEL WALLACH,SBoiYYztves,High,filename,Wallach named in title,,thyroid; diet/nutrition; gluten; skin/hair; longevity,3737,707
HEAD AND CHEST PAIN - DR. JOEL WALLACH--9Iwg4SJyEk.en.vtt,HEAD AND CHEST PAIN - DR. JOEL WALLACH,-9Iwg4SJyEk,High,filename,Wallach named in title,,obesity; thyroid; diet/nutrition; gluten,4772,918
HEARING LOSS - DR. JOEL WALLACH-d8wAVS6YNzU.en.vtt,HEARING LOSS - DR. JOEL WALLACH,d8wAVS6YNzU,High,filename,Wallach named in title,,selenium; obesity; osteoporosis; cardiovascular; kidney; diet/nutrition; gluten; bones/joints; brain/cognitive,2939,564
HEART ARTERY BYPASS SURGERY - DR. JOEL WALLACH-kLM-0CfODzA.en.vtt,HEART ARTERY BYPASS SURGERY - DR. JOEL WALLACH,kLM-0CfODzA,High,filename,Wallach named in title,,calcium; obesity; cardiovascular; stroke; gluten; brain/cognitive; pregnancy/birth,5210,997
HEART ARTERY OBSTRUCTION - DR. JOEL WALLACH-c055HEKJYMs.en.vtt,HEART ARTERY OBSTRUCTION - DR. JOEL WALLACH,c055HEKJYMs,High,filename,Wallach named in title,,cardiovascular; skin/hair; brain/cognitive,3517,711
HEART PAIN - DR. JOEL WALLACH-En_B3aSEqF8.en.vtt,HEART PAIN - DR. JOEL WALLACH,En_B3aSEqF8,High,filename,Wallach named in title,,diabetes; arthritis; cardiovascular; thyroid; diet/nutrition; muscles; brain/cognitive,3060,588
HOME DIALYSIS - DR. JOEL WALLACH-zbYDZCd809E.en.vtt,HOME DIALYSIS - DR. JOEL WALLACH,zbYDZCd809E,High,filename,Wallach named in title,,diabetes; obesity; arthritis; cardiovascular; kidney; bladder; brain/cognitive; hormones/reproductive,3753,705
HYSTERECTOMY - DR. JOEL WALLACH-M-NSYehBY9w.en.vtt,HYSTERECTOMY - DR. JOEL WALLACH,M-NSYehBY9w,High,filename,Wallach named in title,,diabetes; obesity; arthritis; cancer; cardiovascular; diet/nutrition; gluten; brain/cognitive; hormones/reproductive,4175,812
"Healthy Sports Drink - Joe Rogan talks Dr Joel Wallach, ND-VPQnBAL8pxE.en.vtt","Healthy Sports Drink - Joe Rogan talks Dr Joel Wallach, ND",VPQnBAL8pxE,High,filename,Wallach named in title,,minerals; magnesium; cardiovascular; liver; diet/nutrition; bones/joints; muscles; energy/fatigue,2732,502
"Hell's Kitchen by Dr  Joel Wallach Causes, Prevention and Cure of Obesity & Diabetes-TfkBgt-8p6E.en.vtt","Hell's Kitchen by Dr  Joel Wallach Causes, Prevention and Cure of Obesity & Diabetes",TfkBgt-8p6E,High,filename,Wallach named in title,,minerals; diabetes; obesity; diet/nutrition; longevity,84576,15484
IBS IRRITABLE BOWEL SYNDROME - DR. JOEL WALLACH-WaqUcGWeRsY.en.vtt,IBS IRRITABLE BOWEL SYNDROME - DR. JOEL WALLACH,WaqUcGWeRsY,High,filename,Wallach named in title,,diabetes; diet/nutrition; gluten; bones/joints,2452,468
INNER SKULL PROLACTIC TUMOR - DR. JOEL WALLACH-5Y8U5Xpsl4Q.en.vtt,INNER SKULL PROLACTIC TUMOR - DR. JOEL WALLACH,5Y8U5Xpsl4Q,High,filename,Wallach named in title,,obesity; cancer; cardiovascular; gallbladder; gluten; skin/hair; bones/joints; brain/cognitive,4262,834
INWARD TURNED EYE ESOTROPIA - DR. JOEL WALLACH-y7k34r1yjgk.en.vtt,INWARD TURNED EYE ESOTROPIA - DR. JOEL WALLACH,y7k34r1yjgk,High,filename,Wallach named in title,,cardiovascular; skin/hair; muscles; brain/cognitive,2419,469
IOAAA 2016 Dr Joel Wallach.wmv-CoqFVw4Sb9M.en.vtt,IOAAA 2016 Dr Joel Wallach.wmv,CoqFVw4Sb9M,High,filename,Wallach named in title,,minerals; selenium; arthritis; cardiovascular; diet/nutrition; longevity; pregnancy/birth,26862,4655
Is there any hope for POTS patients？-El2JLkzwMME.en.vtt,Is there any hope for POTS patients？,El2JLkzwMME,Exclude,filename,POTS awareness series (not Wallach),,cardiovascular; energy/fatigue,736,127
Is your skin trying to send a warning signal to your heart？-bCF2BsXUBiw.en.vtt,Is your skin trying to send a warning signal to your heart？,bCF2BsXUBiw,Low,filename,No speaker cue in title,,diabetes; obesity; arthritis; alzheimers; cancer; cardiovascular; skin/hair,1614,263
JUVENILE TYPE 1 DIABETES - DR. JOEL WALLACH-sxx7xsBnbuc.en.vtt,JUVENILE TYPE 1 DIABETES - DR. JOEL WALLACH,sxx7xsBnbuc,High,filename,Wallach named in title,,diabetes; diet/nutrition; gluten; skin/hair; pregnancy/birth,3684,713
Jill Hewlett： Brain Fitness To Lead & Motivate Yourself And Others! DWD 6⧸3⧸26-DbvM4GmmALY.en.vtt,Jill Hewlett： Brain Fitness To Lead & Motivate Yourself And Others! DWD 6⧸3⧸26,DbvM4GmmALY,Exclude,filename,Primary speaker: Jill Hewlett,Jill Hewlett,brain/cognitive,56620,10265
Joint Replacements -Judging Health ⧸ Dr. Joel Wallach-W0-FlJ6CQwk.en.vtt,Joint Replacements -Judging Health ⧸ Dr. Joel Wallach,W0-FlJ6CQwk,High,filename,Wallach named in title,,minerals; arthritis; osteoporosis; cardiovascular; diet/nutrition; bones/joints,17312,3291
Jonathan Emord： Proved “In Court”： Folate Is Essential & Saved Millions Of Babies!! DWD 5⧸8⧸26-a9R1kp0VuSM.en.vtt,Jonathan Emord： Proved “In Court”： Folate Is Essential & Saved Millions Of Babies!! DWD 5⧸8⧸26,a9R1kp0VuSM,Exclude,filename,Primary speaker: Jonathan Emord,Jonathan Emord,diet/nutrition; longevity,96778,17750
"Judging Health - Diabetes, Dr. Joel Wallagh-lyKvUr3iopA.en.vtt","Judging Health - Diabetes, Dr. Joel Wallagh",lyKvUr3iopA,High,filename,Known Wallach show/lecture,,minerals; diabetes; arthritis; diet/nutrition; pregnancy/birth; youngevity-product,17453,3349
Judging Health - Dr. Joel Wallach-NrfjSbpZs9A.en.vtt,Judging Health - Dr. Joel Wallach,NrfjSbpZs9A,High,filename,Wallach named in title,,minerals; arthritis; osteoporosis; cardiovascular; diet/nutrition; bones/joints,17877,3358
"Judging Health - High Blood Pressure, Dr. Joel Wallach-D8WKs8OUYZA.en.vtt","Judging Health - High Blood Pressure, Dr. Joel Wallach",D8WKs8OUYZA,High,filename,Wallach named in title,,minerals; diabetes; obesity; cardiovascular; diet/nutrition; gluten; pregnancy/birth,12352,2281
"Judging Health - Obesity, w⧸ Dr. Joel Wallach-2FsmwPr6VHI.en.vtt","Judging Health - Obesity, w⧸ Dr. Joel Wallach",2FsmwPr6VHI,High,filename,Wallach named in title,,minerals; obesity; diet/nutrition; salt,15547,3008
Judging Health on Arthritis -  Dr  Joel Wallach-QuxW5DKeT4Y.en.vtt,Judging Health on Arthritis -  Dr  Joel Wallach,QuxW5DKeT4Y,High,filename,Wallach named in title,,arthritis; osteoporosis; diet/nutrition; lung/respiratory; bones/joints; anti-mainstream,15548,2920
KIDNEY CYSTS - DR. JOEL WALLACH--5684jYNzU8.en.vtt,KIDNEY CYSTS - DR. JOEL WALLACH,-5684jYNzU8,High,filename,Wallach named in title,,cardiovascular; kidney; gluten; skin/hair; brain/cognitive; pregnancy/birth,3596,688
KIDNEY DISEASE - DR. JOEL WALLACH-YP9Gna0jh5M.en.vtt,KIDNEY DISEASE - DR. JOEL WALLACH,YP9Gna0jh5M,High,filename,Wallach named in title,,diabetes; obesity; cardiovascular; kidney; diet/nutrition; gluten; brain/cognitive,3584,655
KNEE JOINT PAIN - DR. JOEL WALLACH-Z3wnlE3-7Cw.en.vtt,KNEE JOINT PAIN - DR. JOEL WALLACH,Z3wnlE3-7Cw,High,filename,Wallach named in title,,gluten; skin/hair; bones/joints,2110,427
Keto 90 Pak - Better Health Challenge-KXQ6m5v4wS8.en.vtt,Keto 90 Pak - Better Health Challenge,KXQ6m5v4wS8,Exclude,filename,Primary speaker: Youngevity product video,Youngevity product video,minerals; obesity; diet/nutrition; sleep; energy/fatigue; youngevity-product,1672,289
LARGE NECK LIPOMA - DR. JOEL WALLACH-ADe1ubE9knE.en.vtt,LARGE NECK LIPOMA - DR. JOEL WALLACH,ADe1ubE9knE,High,filename,Wallach named in title,,cancer; skin/hair; brain/cognitive,1775,363
LEAKY BLADER - DR. JOEL WALLACH-8hxIYo0zQoc.en.vtt,LEAKY BLADER - DR. JOEL WALLACH,8hxIYo0zQoc,High,filename,Wallach named in title,,selenium; diabetes; arthritis; osteoporosis; cardiovascular; kidney; bladder; diet/nutrition; gluten; bones/joints; muscles; brain/cognitive,4033,740
